"Date","Price","Open","High","Low","Vol.","Change %"
"05/11/2021","3.98","3.93","4.14","3.84","3.01M","8.59%"
"05/10/2021","3.66","3.43","3.76","3.43","1.71M","7.03%"
"05/09/2021","3.42","3.45","3.49","3.37","359.52K","-0.80%"
"05/06/2021","3.45","3.56","3.56","3.40","894.33K","-2.36%"
"05/05/2021","3.53","3.52","3.65","3.46","2.39M","4.95%"
"05/04/2021","3.37","3.24","3.50","3.19","3.53M","5.81%"
"04/28/2021","3.18","3.17","3.23","3.14","345.03K","-2.82%"
"04/27/2021","3.27","3.27","3.33","3.23","510.35K","1.72%"
"04/26/2021","3.22","3.27","3.27","3.14","547.84K","-1.97%"
"04/25/2021","3.28","3.23","3.37","3.18","1.33M","3.80%"
"04/22/2021","3.16","3.13","3.25","3.11","650.75K","1.18%"
"04/21/2021","3.13","3.14","3.16","3.03","597.35K","0.60%"
"04/20/2021","3.11","3.06","3.19","3.01","1.11M","-1.47%"
"04/19/2021","3.15","3.10","3.23","3.08","719.74K","3.02%"
"04/18/2021","3.06","3.10","3.12","3.02","164.55K","2.80%"
"04/15/2021","2.98","3.04","3.05","2.91","283.85K","0.00%"
"04/14/2021","2.98","3.10","3.11","2.90","253.04K","-6.67%"
"04/13/2021","3.19","3.28","3.28","3.11","478.83K","-2.54%"
"04/12/2021","3.27","3.18","3.38","3.14","2.01M","5.99%"
"04/11/2021","3.09","3.04","3.14","2.96","752.60K","4.05%"
"04/08/2021","2.97","3.02","3.03","2.93","598.73K","-0.93%"
"04/07/2021","3.00","3.01","3.05","2.93","328.75K","1.25%"
"04/06/2021","2.96","2.96","3.10","2.83","618.69K","0.31%"
"04/05/2021","2.95","3.01","3.05","2.82","631.80K","-3.63%"
"04/04/2021","3.06","3.11","3.18","3.01","507.80K","-2.93%"
"04/01/2021","3.15","3.20","3.22","3.10","362.94K","0.89%"
"03/31/2021","3.13","3.12","3.22","3.06","629.88K","-2.87%"
"03/30/2021","3.22","3.27","3.31","3.15","422.11K","2.96%"
"03/29/2021","3.13","3.05","3.25","3.02","1.06M","3.05%"
"03/28/2021","3.03","3.01","3.10","2.98","799.34K","5.47%"
"03/25/2021","2.88","2.91","3.01","2.75","837.94K","-5.47%"
"03/24/2021","3.04","3.19","3.20","2.83","748.85K","0.00%"
"03/23/2021","3.04","3.28","3.28","2.97","872.11K","-7.58%"
"03/22/2021","3.29","3.42","3.48","3.23","1.17M","-8.01%"
"03/21/2021","3.58","3.70","3.79","3.37","374.14K","-3.01%"
"03/18/2021","3.69","3.70","3.79","3.61","291.30K","-1.72%"
"03/17/2021","3.76","3.88","3.94","3.65","492.69K","-1.22%"
"03/16/2021","3.80","3.70","3.88","3.59","335.98K","-0.96%"
"03/15/2021","3.84","3.94","4.04","3.61","742.36K","-2.81%"
"03/14/2021","3.95","3.97","4.07","3.82","944.52K","0.00%"
"03/11/2021","3.95","4.03","4.06","3.87","734.58K","-0.70%"
