"Date","Price","Open","High","Low","Vol.","Change %"
"12/20/2022","4.00","4.01","4.12","3.98","147.81K","-0.25%"
"12/19/2022","4.01","4.06","4.07","3.90","308.59K","0.00%"
"12/18/2022","4.01","4.15","4.17","4.00","427.16K","-2.91%"
"12/15/2022","4.13","4.22","4.23","4.09","439.15K","-0.96%"
"12/14/2022","4.17","4.20","4.20","4.08","736.07K","0.48%"
"12/13/2022","4.15","3.94","4.21","3.93","1.03M","6.41%"
"12/12/2022","3.90","3.93","3.97","3.82","398.69K","-0.51%"
"12/11/2022","3.92","3.87","4.02","3.79","1.67M","2.62%"
"12/08/2022","3.82","3.83","3.88","3.77","454.67K","0.00%"
"12/07/2022","3.82","3.75","3.84","3.73","766.38K","1.87%"
"12/06/2022","3.75","3.74","3.76","3.66","498.42K","0.81%"
"12/05/2022","3.72","3.75","3.77","3.69","382.06K","0.54%"
"12/04/2022","3.70","3.71","3.80","3.69","2.11M","0.00%"
"12/01/2022","3.70","3.70","3.79","3.68","1.29M","0.00%"
"11/30/2022","3.70","3.73","3.84","3.66","422.84K","-1.33%"
"11/29/2022","3.75","3.64","3.80","3.64","659.52K","3.31%"
"11/28/2022","3.63","3.66","3.69","3.55","429.83K","-0.55%"
"11/27/2022","3.65","3.64","3.68","3.62","793.95K","1.67%"
"11/24/2022","3.59","3.46","3.62","3.45","1.02M","3.76%"
"11/23/2022","3.46","3.49","3.50","3.43","154.19K","0.29%"
"11/22/2022","3.45","3.45","3.47","3.36","146.74K","0.88%"
"11/21/2022","3.42","3.46","3.52","3.40","324.84K","-1.72%"
"11/20/2022","3.48","3.49","3.56","3.46","412.76K","-0.29%"
"11/17/2022","3.49","3.48","3.54","3.43","629.63K","-0.29%"
"11/16/2022","3.50","3.40","3.55","3.39","1.18M","2.64%"
"11/15/2022","3.41","3.21","3.47","3.21","1.67M","6.90%"
"11/14/2022","3.19","3.22","3.22","3.17","393.63K","-0.31%"
"11/13/2022","3.20","3.17","3.22","3.16","327.77K","1.59%"
"11/10/2022","3.15","3.14","3.17","3.08","577.68K","0.96%"
"11/09/2022","3.12","3.12","3.17","3.08","156.16K","-1.27%"
"11/08/2022","3.16","3.25","3.25","3.11","252.29K","-0.32%"
"11/07/2022","3.17","3.19","3.20","3.13","276.99K","1.28%"
"11/06/2022","3.13","3.07","3.22","3.07","605.67K","0.64%"
"11/03/2022","3.11","3.17","3.17","3.09","280.25K","0.00%"
"11/02/2022","3.11","3.21","3.21","3.08","353.30K","-2.81%"
"11/01/2022","3.20","3.27","3.29","3.18","224.45K","-1.54%"
"10/31/2022","3.25","3.17","3.25","3.17","1.09M","2.85%"
"10/30/2022","3.16","3.15","3.19","3.10","1.19M","1.61%"
"10/27/2022","3.11","3.07","3.15","3.07","801.13K","1.63%"
"10/26/2022","3.06","3.03","3.10","3.03","504.68K","2.00%"
"10/25/2022","3.00","3.05","3.07","2.98","472.05K","-0.66%"
"10/24/2022","3.02","3.05","3.09","2.98","1.07M","-0.98%"
"10/23/2022","3.05","2.98","3.09","2.97","1.00M","4.10%"
"10/20/2022","2.93","2.90","3.00","2.85","871.47K","2.45%"
"10/19/2022","2.86","2.97","2.97","2.85","1.32M","-2.39%"
"10/18/2022","2.93","2.87","3.01","2.81","2.07M","3.90%"
"10/17/2022","2.82","2.83","2.85","2.79","853.89K","0.36%"
"10/16/2022","2.81","2.86","2.87","2.79","508.35K","-1.06%"
"10/13/2022","2.84","2.75","2.86","2.75","501.39K","1.79%"
"10/12/2022","2.79","2.93","2.93","2.77","434.93K","-3.13%"
"10/11/2022","2.88","2.94","2.95","2.87","136.77K","-1.37%"
"10/10/2022","2.92","2.97","2.99","2.91","211.86K","-2.01%"
"10/09/2022","2.98","3.04","3.04","2.95","195.44K","-0.33%"
"10/05/2022","2.99","3.06","3.09","2.97","301.13K","-1.97%"
"10/04/2022","3.05","3.08","3.10","3.02","402.84K","1.33%"
"10/03/2022","3.01","3.04","3.10","2.98","439.68K","0.33%"
"10/02/2022","3.00","3.02","3.13","3.00","839.00K","1.35%"
"09/29/2022","2.96","3.00","3.01","2.96","572.78K","1.27%"
"09/28/2022","2.92","3.00","3.03","2.90","727.22K","-1.56%"
"09/27/2022","2.97","3.03","3.04","2.96","446.01K","-1.53%"
"09/26/2022","3.02","3.04","3.04","3.01","193.11K","-1.21%"
"09/25/2022","3.05","3.09","3.09","3.03","384.61K","0.92%"
"09/22/2022","3.02","3.01","3.07","3.01","147.13K","-0.91%"
"09/21/2022","3.05","3.13","3.13","3.01","457.79K","-2.37%"
"09/20/2022","3.13","3.08","3.15","2.98","293.36K","1.20%"
"09/19/2022","3.09","2.94","3.11","2.87","211.26K","3.73%"
"09/18/2022","2.98","3.14","3.14","2.87","753.03K","-5.57%"
"09/15/2022","3.15","3.19","3.21","3.14","350.33K","-1.45%"
"09/14/2022","3.20","3.24","3.27","3.15","325.87K","-1.42%"
"09/13/2022","3.25","3.28","3.30","3.24","141.24K","-0.57%"
"09/12/2022","3.27","3.28","3.31","3.26","189.63K","-1.12%"
"09/11/2022","3.30","3.33","3.34","3.27","324.06K","0.00%"
"09/08/2022","3.30","3.27","3.34","3.27","594.09K","0.85%"
"09/07/2022","3.27","3.27","3.34","3.23","831.63K","1.14%"
"09/06/2022","3.24","3.25","3.27","3.19","589.99K","-0.28%"
"09/05/2022","3.25","3.29","3.33","3.19","421.21K","0.00%"
"09/04/2022","3.25","3.14","3.30","3.12","747.34K","2.33%"
"09/01/2022","3.17","3.30","3.32","3.12","721.07K","-3.92%"
"08/31/2022","3.30","3.32","3.38","3.29","1.13M","0.00%"
"08/30/2022","3.30","3.24","3.40","3.17","2.42M","3.18%"
"08/29/2022","3.20","3.14","3.27","3.10","1.67M","4.22%"
"08/28/2022","3.07","3.14","3.17","3.03","424.40K","-0.90%"
"08/25/2022","3.10","3.02","3.13","3.02","421.41K","3.08%"
"08/24/2022","3.01","3.07","3.13","2.97","666.41K","-2.40%"
"08/23/2022","3.08","3.19","3.19","3.05","673.98K","-1.48%"
"08/22/2022","3.13","3.19","3.23","3.09","836.87K","-1.17%"
"08/21/2022","3.16","3.17","3.23","3.15","499.69K","0.59%"
"08/18/2022","3.14","3.14","3.16","3.08","513.32K","1.80%"
"08/17/2022","3.09","3.10","3.12","3.05","651.69K","0.30%"
"08/16/2022","3.08","3.14","3.19","3.07","597.62K","-2.06%"
"08/15/2022","3.14","3.28","3.31","3.11","1.26M","-1.45%"
"08/14/2022","3.19","3.05","3.30","3.05","3.56M","4.86%"
"08/11/2022","3.04","3.02","3.07","2.96","1.25M","2.81%"
"08/10/2022","2.96","3.09","3.10","2.91","2.35M","-2.44%"
"08/09/2022","3.03","2.91","3.14","2.91","4.50M","5.13%"
"08/08/2022","2.89","2.87","2.97","2.85","1.93M","1.63%"
"08/07/2022","2.84","2.80","2.85","2.75","1.02M","2.68%"
"08/04/2022","2.77","2.68","2.79","2.65","1.80M","2.75%"
"08/03/2022","2.69","2.75","2.77","2.68","1.30M","-2.02%"
"08/02/2022","2.75","2.91","2.91","2.73","2.51M","-6.60%"
"08/01/2022","2.94","2.95","2.99","2.92","220.33K","-0.31%"
"07/31/2022","2.95","3.02","3.03","2.94","397.43K","0.31%"
"07/28/2022","2.94","3.02","3.02","2.93","224.22K","-0.93%"
"07/27/2022","2.97","3.05","3.05","2.96","819.05K","-1.83%"
"07/26/2022","3.02","2.98","3.11","2.98","1.10M","1.55%"
"07/25/2022","2.98","2.96","2.99","2.92","269.99K","0.63%"
"07/24/2022","2.96","2.96","3.02","2.96","268.72K","1.27%"
"07/21/2022","2.92","2.83","2.95","2.82","619.47K","5.33%"
"07/20/2022","2.77","2.80","2.82","2.76","276.34K","0.00%"
"07/19/2022","2.77","2.78","2.79","2.71","199.54K","1.35%"
"07/18/2022","2.74","2.73","2.80","2.71","324.54K","-1.33%"
"07/17/2022","2.77","2.77","2.81","2.70","76.91K","0.00%"
"07/07/2022","2.77","2.71","2.82","2.71","329.40K","1.01%"
"07/06/2022","2.75","2.73","2.76","2.67","134.43K","2.77%"
"07/05/2022","2.67","2.67","2.73","2.61","247.69K","-0.69%"
"07/04/2022","2.69","2.82","2.82","2.68","174.83K","-2.02%"
"07/03/2022","2.75","2.87","2.87","2.70","252.40K","-4.19%"
"06/29/2022","2.87","2.85","2.90","2.84","153.99K","0.32%"
"06/28/2022","2.86","2.84","2.93","2.77","270.07K","0.32%"
"06/27/2022","2.85","2.94","2.94","2.85","407.50K","-3.45%"
"06/26/2022","2.95","3.02","3.02","2.94","84.54K","0.00%"
"06/23/2022","2.95","2.94","2.98","2.94","121.39K","-0.62%"
"06/22/2022","2.97","3.01","3.01","2.96","136.53K","-1.83%"
"06/21/2022","3.02","3.00","3.02","2.97","357.32K","2.19%"
"06/20/2022","2.96","2.98","3.01","2.92","292.67K","-0.93%"
"06/19/2022","2.99","3.03","3.06","2.98","206.22K","-2.42%"
"06/16/2022","3.06","3.05","3.08","3.05","217.52K","0.00%"
"06/15/2022","3.06","3.10","3.13","3.05","318.96K","-1.49%"
"06/14/2022","3.11","3.01","3.13","2.98","356.10K","3.07%"
"06/13/2022","3.02","3.08","3.12","3.02","280.87K","-2.10%"
"06/12/2022","3.08","3.05","3.09","3.02","285.12K","-0.60%"
"06/09/2022","3.10","3.17","3.17","3.07","326.03K","-1.18%"
"06/08/2022","3.14","3.04","3.15","3.04","1.14M","4.31%"
"06/07/2022","3.01","2.90","3.03","2.90","1.32M","3.50%"
"06/06/2022","2.90","2.95","2.96","2.89","441.12K","-0.63%"
"06/05/2022","2.92","2.94","2.95","2.91","106.20K","0.00%"
"06/02/2022","2.92","2.91","2.97","2.90","228.55K","0.32%"
"06/01/2022","2.91","2.94","3.02","2.90","508.85K","0.32%"
"05/31/2022","2.90","2.91","2.95","2.90","95.37K","0.00%"
"05/30/2022","2.90","2.95","2.95","2.87","218.63K","0.96%"
"05/29/2022","2.88","2.91","2.96","2.84","251.56K","-3.42%"
"05/26/2022","2.98","3.05","3.09","2.90","340.95K","-2.13%"
"05/25/2022","3.04","3.16","3.16","2.97","406.91K","-5.19%"
"05/24/2022","3.21","3.27","3.30","3.19","462.73K","-2.25%"
"05/23/2022","3.28","3.35","3.35","3.26","182.28K","-1.11%"
"05/22/2022","3.32","3.27","3.34","3.27","233.17K","0.56%"
"05/19/2022","3.30","3.35","3.35","3.24","1.00M","-2.19%"
"05/18/2022","3.38","3.41","3.42","3.35","400.37K","0.27%"
"05/17/2022","3.37","3.45","3.45","3.35","324.45K","-0.82%"
"05/16/2022","3.39","3.42","3.42","3.35","190.20K","-0.54%"
"05/15/2022","3.41","3.44","3.47","3.39","498.22K","-0.81%"
"05/12/2022","3.44","3.47","3.47","3.41","688.82K","-0.80%"
"05/11/2022","3.47","3.53","3.55","3.45","1.14M","-0.79%"
"05/10/2022","3.50","3.45","3.59","3.41","1.31M","2.44%"
"05/09/2022","3.41","3.51","3.51","3.39","360.60K","-2.38%"
"05/08/2022","3.50","3.50","3.57","3.46","454.25K","0.27%"
"04/28/2022","3.49","3.42","3.54","3.41","1.14M","1.62%"
"04/27/2022","3.43","3.51","3.51","3.39","442.00K","-1.33%"
"04/26/2022","3.48","3.60","3.60","3.46","575.17K","-2.84%"
"04/21/2022","3.58","3.51","3.64","3.47","1.09M","1.84%"
"04/20/2022","3.51","3.52","3.61","3.50","540.52K","-1.81%"
"04/19/2022","3.58","3.53","3.64","3.53","746.79K","-21.02%"
"04/18/2022","4.53","4.57","4.58","4.47","1.45M","0.00%"
"04/17/2022","4.53","4.58","4.69","4.51","757.24K","-1.01%"
"04/14/2022","4.58","4.75","4.75","4.55","1.05M","-3.51%"
"04/13/2022","4.75","4.75","4.82","4.73","496.65K","0.20%"
"04/12/2022","4.74","4.75","4.85","4.71","542.36K","-0.39%"
"04/11/2022","4.75","4.81","4.83","4.72","332.44K","0.00%"
"04/10/2022","4.75","4.83","4.89","4.70","516.60K","-1.53%"
"04/07/2022","4.83","5.04","5.04","4.78","1.45M","-2.97%"
"04/06/2022","4.98","5.07","5.07","4.95","800.37K","-2.18%"
"04/05/2022","5.09","5.03","5.18","5.01","1.37M","2.04%"
"04/04/2022","4.99","4.91","5.01","4.86","731.61K","1.51%"
"04/03/2022","4.91","4.89","4.97","4.89","441.78K","0.57%"
"03/31/2022","4.88","4.87","4.90","4.81","461.13K","0.76%"
"03/30/2022","4.85","4.88","4.94","4.81","739.13K","0.19%"
"03/29/2022","4.84","4.83","4.88","4.77","535.44K","0.58%"
"03/28/2022","4.81","4.81","4.97","4.75","1.44M","0.78%"
"03/27/2022","4.77","4.87","4.91","4.67","1.02M","-0.77%"
"03/24/2022","4.81","4.90","4.90","4.77","1.24M","-0.57%"
"03/23/2022","4.84","4.71","4.91","4.70","2.15M","3.98%"
"03/22/2022","4.65","4.74","4.77","4.63","1.28M","0.00%"
"03/21/2022","4.65","4.56","4.74","4.56","1.53M","1.82%"
"03/20/2022","4.57","4.59","4.61","4.50","1.15M","1.02%"
"03/17/2022","4.52","4.50","4.59","4.49","1.10M","1.24%"
"03/16/2022","4.47","4.38","4.50","4.38","1.28M","3.43%"
"03/15/2022","4.32","4.35","4.42","4.30","1.26M","-1.27%"
"03/14/2022","4.38","4.36","4.38","4.30","532.88K","0.21%"
"03/13/2022","4.37","4.51","4.51","4.35","1.31M","-2.28%"
"03/10/2022","4.47","4.53","4.57","4.44","1.07M","-1.23%"
"03/09/2022","4.52","4.49","4.60","4.44","904.71K","1.87%"
"03/08/2022","4.44","4.45","4.54","4.41","843.41K","-0.62%"
"03/07/2022","4.47","4.59","4.59","4.45","936.26K","-2.62%"
"03/06/2022","4.59","4.58","4.62","4.55","460.43K","-0.20%"
"03/03/2022","4.60","4.62","4.72","4.58","1.75M","0.20%"
"03/02/2022","4.59","4.58","4.65","4.56","742.89K","-1.00%"
"03/01/2022","4.63","4.60","4.68","4.60","1.15M","1.42%"
"02/28/2022","4.57","4.63","4.65","4.54","1.16M","-2.18%"
"02/27/2022","4.67","4.64","4.72","4.59","2.15M","4.55%"
"02/24/2022","4.47","4.53","4.65","4.30","3.18M","-8.17%"
"02/23/2022","4.87","4.76","5.03","4.72","4.15M","2.94%"
"02/22/2022","4.73","4.76","4.81","4.62","3.36M","0.20%"
"02/21/2022","4.72","4.67","4.79","4.49","5.43M","10.15%"
"02/20/2022","4.28","4.38","4.38","4.25","99.75K","-2.32%"
"02/17/2022","4.38","4.32","4.43","4.32","128.08K","0.42%"
"02/16/2022","4.37","4.38","4.43","4.35","54.99K","0.00%"
"02/15/2022","4.37","4.34","4.43","4.22","479.44K","2.83%"
"02/14/2022","4.25","4.17","4.35","4.10","442.85K","0.00%"
"02/13/2022","4.25","4.54","4.54","4.17","655.59K","-7.09%"
"02/10/2022","4.57","4.72","4.81","4.51","1.15M","-2.37%"
"02/09/2022","4.68","4.49","4.78","4.42","1.09M","5.20%"
"02/08/2022","4.45","4.39","4.52","4.39","243.40K","0.84%"
"02/07/2022","4.41","4.46","4.50","4.38","222.50K","0.00%"
"02/06/2022","4.41","4.46","4.48","4.38","204.21K","-0.83%"
"02/03/2022","4.45","4.54","4.54","4.41","469.99K","-1.84%"
"02/02/2022","4.53","4.39","4.57","4.34","740.10K","6.29%"
"02/01/2022","4.26","4.21","4.34","4.19","294.34K","2.67%"
"01/31/2022","4.15","4.07","4.21","4.07","97.59K","2.75%"
"01/30/2022","4.04","4.16","4.18","3.99","141.40K","-2.02%"
"01/26/2022","4.13","4.24","4.24","4.11","155.90K","-0.67%"
"01/25/2022","4.15","4.16","4.23","4.10","350.38K","-0.44%"
"01/24/2022","4.17","4.24","4.33","3.98","374.00K","-3.22%"
"01/23/2022","4.31","4.47","4.47","4.21","578.98K","-3.32%"
"01/20/2022","4.46","4.37","4.57","4.36","988.50K","1.69%"
"01/19/2022","4.38","4.49","4.53","4.33","679.98K","-2.07%"
"01/18/2022","4.48","4.43","4.53","4.39","310.71K","2.98%"
"01/17/2022","4.35","4.40","4.48","4.31","288.86K","-1.26%"
"01/16/2022","4.40","4.55","4.58","4.35","443.22K","-3.05%"
"01/13/2022","4.54","4.62","4.72","4.49","596.72K","-2.00%"
"01/12/2022","4.63","4.73","4.80","4.53","535.73K","-2.15%"
"01/11/2022","4.74","4.89","4.90","4.70","794.99K","-2.85%"
"01/10/2022","4.87","4.91","4.96","4.81","1.04M","-0.38%"
"01/09/2022","4.89","4.83","4.91","4.77","526.51K","1.93%"
"01/05/2022","4.80","4.74","4.93","4.74","1.97M","2.57%"
"01/04/2022","4.68","4.72","4.76","4.62","1.16M","0.20%"
"01/03/2022","4.67","4.66","4.77","4.61","1.18M","0.20%"
"01/02/2022","4.66","4.71","4.77","4.59","1.53M","0.60%"
"12/30/2021","4.63","4.76","4.79","4.58","1.44M","-3.09%"
"12/29/2021","4.78","4.80","4.89","4.74","79.11K","-0.19%"
"12/28/2021","4.79","4.72","4.81","4.69","174.15K","0.97%"
"12/27/2021","4.75","4.82","4.90","4.72","347.13K","-2.10%"
"12/26/2021","4.85","4.94","5.02","4.83","499.53K","-1.69%"
"12/23/2021","4.93","4.87","4.99","4.86","405.92K","-1.66%"
"12/22/2021","5.01","5.14","5.14","4.95","401.79K","-1.45%"
"12/21/2021","5.09","5.02","5.27","4.99","989.52K","2.42%"
"12/20/2021","4.97","4.58","5.04","4.53","1.30M","7.62%"
"12/19/2021","4.62","4.75","4.75","4.58","138.82K","-2.73%"
"12/16/2021","4.75","4.86","4.86","4.69","68.62K","0.00%"
"12/15/2021","4.75","4.62","4.99","4.54","382.63K","2.60%"
"12/14/2021","4.62","4.76","4.84","4.58","559.44K","-3.29%"
"12/13/2021","4.78","4.78","4.98","4.78","352.16K","-1.90%"
"12/12/2021","4.87","4.90","4.92","4.75","188.82K","1.15%"
"12/09/2021","4.82","4.95","5.06","4.77","246.83K","-2.25%"
"12/08/2021","4.93","4.50","5.04","4.50","1.46M","11.27%"
"12/07/2021","4.43","4.63","4.63","4.39","575.35K","-5.34%"
"12/06/2021","4.68","4.49","4.81","4.35","2.07M","6.08%"
"12/05/2021","4.41","4.16","4.49","4.07","1.32M","7.19%"
"12/02/2021","4.12","4.18","4.30","4.07","933.93K","-2.41%"
"12/01/2021","4.22","4.16","4.36","4.16","385.16K","-0.44%"
"11/30/2021","4.24","4.03","4.36","4.01","765.13K","4.33%"
"11/29/2021","4.06","4.08","4.19","3.98","173.20K","0.00%"
"11/28/2021","4.06","3.84","4.10","3.80","540.49K","0.23%"
"11/25/2021","4.05","3.88","4.07","3.79","510.35K","6.31%"
"11/24/2021","3.81","3.86","3.88","3.71","477.27K","0.49%"
"11/23/2021","3.79","3.88","3.91","3.76","389.25K","-2.15%"
"11/22/2021","3.88","3.70","3.88","3.70","80.49K","4.75%"
"11/21/2021","3.70","3.88","3.96","3.70","267.47K","-5.88%"
"11/18/2021","3.93","3.98","3.98","3.86","137.70K","0.47%"
"11/17/2021","3.91","3.98","4.05","3.86","97.85K","-1.86%"
"11/16/2021","3.99","3.90","4.05","3.84","55.86K","0.00%"
"11/15/2021","3.99","4.03","4.07","3.89","195.77K","-3.79%"
"11/14/2021","4.14","4.12","4.27","4.01","166.37K","2.99%"
"11/11/2021","4.02","3.81","4.02","3.81","146.12K","6.10%"
"11/10/2021","3.79","3.99","3.99","3.76","430.94K","-5.75%"
"11/09/2021","4.02","4.08","4.09","3.98","95.00K","-1.36%"
"11/08/2021","4.08","4.12","4.12","4.02","42.06K","0.00%"
"11/07/2021","4.08","4.35","4.44","3.98","315.61K","1.38%"
"11/04/2021","4.02","4.00","4.12","3.79","401.80K","-4.40%"
"11/03/2021","4.21","3.99","4.44","3.99","136.13K","1.56%"
"11/02/2021","4.14","4.16","4.16","3.99","73.09K","2.52%"
"11/01/2021","4.04","4.07","4.15","3.99","178.40K","1.16%"
"10/31/2021","4.00","4.03","4.07","3.89","469.75K","4.85%"
"10/28/2021","3.81","3.98","3.98","3.74","188.58K","1.23%"
"10/27/2021","3.76","3.61","3.93","3.48","376.75K","-5.79%"
"10/26/2021","4.00","3.98","4.05","3.73","38.31K","0.00%"
"10/25/2021","4.00","4.07","4.07","3.70","126.71K","-2.04%"
"10/24/2021","4.08","3.90","4.28","3.90","221.24K","-3.92%"
"10/20/2021","4.25","4.43","4.58","3.51","2.19M","-3.37%"
"10/19/2021","4.39","4.81","4.81","4.35","157.04K","-5.75%"
"10/18/2021","4.66","4.94","4.94","4.63","135.43K","-3.08%"
"10/17/2021","4.81","4.89","5.04","4.77","281.98K","1.36%"
"10/14/2021","4.75","4.90","4.92","4.65","45.91K","0.00%"
"10/13/2021","4.75","4.99","4.99","4.70","146.57K","-2.10%"
"10/12/2021","4.85","4.90","5.04","4.80","101.94K","-0.76%"
"10/11/2021","4.88","4.77","4.99","4.75","62.83K","1.93%"
"10/10/2021","4.79","4.74","4.86","4.63","204.98K","3.39%"
"10/06/2021","4.63","4.71","4.74","4.55","44.33K","0.00%"
"10/05/2021","4.63","4.63","4.72","4.62","73.56K","-1.38%"
"10/04/2021","4.70","4.75","4.75","4.62","29.33K","0.00%"
"10/03/2021","4.70","4.75","4.81","4.69","70.10K","-0.78%"
"09/30/2021","4.74","4.86","4.86","4.81","42.10K","0.00%"
"09/29/2021","4.74","4.62","5.06","4.53","551.02K","2.81%"
"09/28/2021","4.61","4.62","4.68","4.53","273.06K","-1.19%"
"09/27/2021","4.66","4.76","4.81","4.62","238.17K","-2.33%"
"09/26/2021","4.77","4.73","4.84","4.73","112.95K","1.38%"
"09/23/2021","4.71","4.67","4.81","4.65","542.71K","-0.20%"
"09/22/2021","4.72","4.54","4.81","4.46","103.44K","2.00%"
"09/21/2021","4.62","4.68","4.95","4.44","494.64K","-6.89%"
"09/20/2021","4.97","5.09","5.25","4.92","142.44K","-2.89%"
"09/19/2021","5.12","5.36","5.50","5.09","90.62K","-4.66%"
"09/16/2021","5.36","5.55","5.67","5.34","108.02K","-2.36%"
"09/15/2021","5.49","5.53","5.73","5.41","491.52K","0.00%"
"09/14/2021","5.49","5.29","5.55","5.27","401.97K","3.66%"
"09/13/2021","5.30","5.42","5.46","5.20","204.70K","1.96%"
"09/12/2021","5.20","5.18","5.45","5.18","167.42K","3.50%"
"09/09/2021","5.02","5.14","5.14","5.00","65.12K","-2.86%"
"09/08/2021","5.17","5.01","5.40","4.81","167.79K","3.14%"
"09/07/2021","5.01","4.88","5.26","4.87","145.23K","0.37%"
"09/06/2021","4.99","5.24","5.30","4.86","251.99K","-7.85%"
"09/05/2021","5.42","5.58","5.58","5.36","17.39K","0.00%"
"09/02/2021","5.42","5.41","5.55","5.34","304.90K","-0.68%"
"09/01/2021","5.46","5.36","5.52","5.36","171.00K","1.37%"
"08/31/2021","5.38","5.55","5.55","5.35","167.40K","-2.84%"
"08/30/2021","5.54","5.49","5.60","5.40","443.47K","3.10%"
"08/29/2021","5.37","5.09","5.55","5.09","157.39K","-1.53%"
"08/26/2021","5.46","5.50","5.63","5.37","161.06K","-0.67%"
"08/25/2021","5.49","5.60","5.67","5.46","191.25K","-3.10%"
"08/24/2021","5.67","5.71","6.00","5.49","317.93K","1.49%"
"08/23/2021","5.59","5.41","5.73","5.29","632.26K","6.53%"
"08/22/2021","5.24","5.27","5.29","5.13","277.95K","-3.08%"
"08/19/2021","5.41","5.52","5.55","5.18","213.03K","-1.35%"
"08/18/2021","5.49","5.58","5.58","5.45","162.88K","-1.66%"
"08/17/2021","5.58","5.45","5.69","5.45","301.14K","0.84%"
"08/16/2021","5.53","5.40","5.69","5.36","842.33K","2.40%"
"08/15/2021","5.40","5.44","5.55","5.35","451.31K","-2.34%"
"08/11/2021","5.53","5.61","5.75","5.41","1.08M","-0.99%"
"08/10/2021","5.59","5.47","5.77","5.47","555.86K","1.17%"
"08/09/2021","5.52","5.78","5.78","5.39","585.24K","-2.61%"
"08/08/2021","5.67","5.66","5.73","5.56","321.03K","0.49%"
"08/05/2021","5.64","5.55","5.78","5.55","1.03M","-0.97%"
"08/04/2021","5.70","5.73","5.83","5.57","413.44K","-3.14%"
"08/03/2021","5.88","6.01","6.10","5.56","477.29K","-4.07%"
"08/02/2021","6.13","6.42","6.42","5.98","705.70K","-1.34%"
"08/01/2021","6.22","6.13","6.72","6.13","217.31K","-2.18%"
"07/29/2021","6.35","6.52","6.52","6.10","401.42K","-3.65%"
"07/28/2021","6.60","6.49","6.94","6.45","418.46K","2.30%"
"07/27/2021","6.45","6.06","6.70","6.06","850.67K","5.77%"
"07/26/2021","6.10","6.08","6.24","5.95","749.13K","-1.35%"
"07/25/2021","6.18","6.29","6.34","6.01","582.70K","-3.19%"
"07/18/2021","6.38","6.47","6.60","6.15","1.01M","3.45%"
"07/15/2021","6.17","5.97","6.36","5.97","1.56M","5.21%"
"07/14/2021","5.86","5.73","5.98","5.66","1.57M","3.76%"
"07/13/2021","5.65","5.65","5.70","5.60","363.15K","-0.16%"
"07/12/2021","5.66","5.73","5.73","5.61","465.13K","0.49%"
"07/11/2021","5.63","5.57","5.73","5.57","192.66K","-0.81%"
"07/08/2021","5.68","5.85","5.86","5.60","440.61K","-2.69%"
"07/07/2021","5.84","5.83","5.92","5.74","866.81K","-0.16%"
"07/06/2021","5.85","5.76","6.00","5.55","1.61M","0.16%"
"07/05/2021","5.84","5.73","5.94","5.67","1.57M","3.10%"
"07/04/2021","5.66","5.55","5.73","5.55","326.12K","3.03%"
"06/30/2021","5.49","5.47","5.62","5.46","145.10K","-1.33%"
"06/29/2021","5.57","5.41","5.64","5.41","178.40K","0.33%"
"06/28/2021","5.55","5.46","5.78","5.36","345.28K","1.52%"
"06/27/2021","5.47","5.51","5.53","5.33","320.36K","-0.84%"
"06/24/2021","5.51","5.60","5.60","5.38","231.84K","-0.83%"
"06/23/2021","5.56","5.66","5.68","5.46","444.91K","-2.59%"
"06/22/2021","5.71","5.85","5.85","5.60","671.99K","-0.64%"
"06/21/2021","5.74","5.82","5.86","5.62","1.71M","0.00%"
"06/20/2021","5.74","5.59","5.95","5.47","2.43M","1.80%"
"06/17/2021","5.64","5.55","5.83","5.47","1.91M","5.72%"
"06/16/2021","5.34","5.07","5.54","4.99","2.06M","5.10%"
"06/15/2021","5.08","5.17","5.27","4.98","1.37M","-0.54%"
"06/14/2021","5.11","5.09","5.25","4.92","691.11K","-3.66%"
"06/13/2021","5.30","5.49","5.49","4.92","1.76M","-2.22%"
"06/10/2021","5.42","5.32","5.59","5.21","612.93K","1.21%"
"06/09/2021","5.36","5.53","5.53","5.20","564.59K","-3.02%"
"06/08/2021","5.52","5.50","5.69","5.36","1.20M","0.51%"
"06/07/2021","5.49","5.32","5.61","5.24","1.35M","0.85%"
"06/06/2021","5.45","5.77","5.77","5.21","1.53M","-3.76%"
"06/03/2021","5.66","5.67","5.86","5.46","1.67M","-1.77%"
"06/02/2021","5.76","5.70","6.01","5.59","3.97M","1.47%"
"06/01/2021","5.68","5.69","5.86","5.46","2.03M","3.37%"
"05/31/2021","5.49","5.50","5.73","5.24","3.67M","5.69%"
"05/30/2021","5.20","4.97","5.47","4.90","3.30M","4.07%"
"05/27/2021","4.99","5.25","5.26","4.84","1.18M","-0.18%"
"05/26/2021","5.00","5.14","5.18","4.75","1.60M","2.46%"
"05/25/2021","4.88","4.82","5.13","4.62","2.59M","-4.35%"
"05/24/2021","5.11","5.36","5.56","4.92","5.74M","-6.60%"
"05/23/2021","5.47","5.41","5.69","5.24","3.89M","7.65%"
"05/20/2021","5.08","4.80","5.23","4.76","3.07M","6.81%"
"05/19/2021","4.75","4.45","4.82","4.40","3.73M","8.44%"
"05/18/2021","4.38","4.39","4.50","4.24","2.50M","4.18%"
"05/17/2021","4.21","4.06","4.38","3.88","4.98M","5.81%"
